"Station Name","MONTREAL/ST-HUBERT"
"2015-09-23 07:00","2015","09","23","07:00","‡","13.0","","11.6","","91","","17","","8","","16.1","","102.15","","","","","","NA"
"2015-09-23 08:00","2015","09","23","08:00","‡","16.3","","11.2","","71","","24","","18","","16.1","","102.15","","","","","","NA"
"2015-09-23 09:00","2015","09","23","09:00","‡","18.0","","12.3","","69","","21","","13","","16.1","","102.16","","","","","","NA"
"2015-09-23 10:00","2015","09","23","10:00","‡","19.3","","12.2","","63","","24","","17","","16.1","","102.16","","","","","","NA"
"2015-09-23 11:00","2015","09","23","11:00","‡","21.0","","13.5","","62","","24","","13","","16.1","","102.16","","","","","","NA"
"2015-09-23 12:00","2015","09","23","12:00","‡","22.1","","12.2","","53","","26","","13","","16.1","","102.12","","","","","","NA"
"2015-09-23 13:00","2015","09","23","13:00","‡","23.3","","12.6","","51","","25","","18","","16.1","","102.06","","26","","","","NA"
"2015-09-23 14:00","2015","09","23","14:00","‡","23.4","","10.9","","45","","25","","13","","16.1","","101.99","","25","","","","NA"
"2015-09-23 15:00","2015","09","23","15:00","‡","23.6","","9.7","","41","","28","","18","","16.1","","101.96","","25","","","","NA"
"2015-09-23 16:00","2015","09","23","16:00","‡","23.3","","11.3","","46","","26","","11","","16.1","","101.94","","25","","","","NA"
"2015-09-23 17:00","2015","09","23","17:00","‡","22.6","","11.2","","48","","27","","11","","16.1","","101.94","","","","","","NA"
"2015-09-23 18:00","2015","09","23","18:00","‡","21.0","","12.2","","57","","27","","11","","16.1","","101.96","","","","","","NA"
"2015-09-23 19:00","2015","09","23","19:00","‡","20.4","","12.7","","61","","27","","11","","16.1","","102.04","","","","","","NA"
"2015-09-23 20:00","2015","09","23","20:00","‡","19.6","","13.4","","67","","29","","9","","16.1","","102.05","","","","","","NA"
"2015-09-23 21:00","2015","09","23","21:00","‡","18.1","","13.7","","75","","31","","11","","16.1","","102.10","","","","","","NA"
"2015-09-23 22:00","2015","09","23","22:00","‡","16.2","","12.9","","81","","34","","11","","16.1","","102.12","","","","","","NA"
"2015-09-23 23:00","2015","09","23","23:00","‡","14.5","","12.1","","85","","2","","9","","16.1","","102.16","","","","","","NA"
"2015-09-24 00:00","2015","09","24","00:00","‡","13.2","","12.7","","97","","35","","9","","16.1","","102.20","","","","","","NA"
"2015-09-24 01:00","2015","09","24","01:00","‡","12.5","","12.1","","98","","1","","9","","16.1","","102.24","","","","","","NA"
"2015-09-24 02:00","2015","09","24","02:00","‡","11.8","","11.6","","99","","2","","8","","16.1","","102.28","","","","","","NA"
"2015-09-24 03:00","2015","09","24","03:00","‡","11.5","","10.7","","95","","2","","8","","16.1","","102.36","","","","","","NA"
"2015-09-24 04:00","2015","09","24","04:00","‡","11.3","","9.9","","91","","36","","17","","16.1","","102.41","","","","","","NA"
"2015-09-24 05:00","2015","09","24","05:00","‡","10.6","","8.7","","88","","1","","17","","16.1","","102.50","","","","","","NA"
"2015-09-24 06:00","2015","09","24","06:00","‡","10.2","","7.6","","84","","36","","15","","16.1","","102.60","","","","","","NA"
"2015-09-24 07:00","2015","09","24","07:00","‡","11.5","","7.7","","77","","1","","15","","16.1","","102.69","","","","","","NA"
"2015-09-24 08:00","2015","09","24","08:00","‡","13.4","","7.4","","67","","2","","22","","16.1","","102.77","","","","","","NA"
"2015-09-24 09:00","2015","09","24","09:00","‡","14.8","","7.0","","59","","3","","22","","16.1","","102.82","","","","","","NA"
"2015-09-24 10:00","2015","09","24","10:00","‡","16.2","","7.9","","58","","3","","21","","16.1","","102.83","","","","","","NA"
"2015-09-24 11:00","2015","09","24","11:00","‡","16.8","","5.9","","48","","4","","17","","16.1","","102.81","","","","","","NA"
"2015-09-24 12:00","2015","09","24","12:00","‡","17.6","","4.6","","42","","1","","17","","16.1","","102.79","","","","","","NA"
"2015-09-24 13:00","2015","09","24","13:00","‡","18.1","","4.1","","39","","2","","17","","16.1","","102.74","","","","","","NA"
"2015-09-24 14:00","2015","09","24","14:00","‡","18.4","","3.9","","38","","36","","17","","16.1","","102.70","","","","","","NA"
"2015-09-24 15:00","2015","09","24","15:00","‡","18.5","","2.6","","34","","4","","9","","16.1","","102.71","","","","","","NA"
"2015-09-24 16:00","2015","09","24","16:00","‡","18.3","","4.2","","39","","8","","11","","16.1","","102.69","","","","","","NA"
"2015-09-24 17:00","2015","09","24","17:00","‡","17.2","","3.7","","40","","6","","9","","16.1","","102.74","","","","","","NA"
"2015-09-24 18:00","2015","09","24","18:00","‡","14.6","","4.2","","49","","6","","11","","16.1","","102.73","","","","","","NA"
"2015-09-24 19:00","2015","09","24","19:00","‡","11.6","","4.6","","62","","6","","5","","16.1","","102.75","","","","","","NA"
"2015-09-24 20:00","2015","09","24","20:00","‡","11.2","","4.8","","64","","","","0","","16.1","","102.79","","","","","","NA"
"2015-09-24 21:00","2015","09","24","21:00","‡","11.0","","4.0","","62","","5","","9","","16.1","","102.79","","","","","","NA"
"2015-09-24 22:00","2015","09","24","22:00","‡","10.7","","4.3","","64","","2","","5","","16.1","","102.85","","","","","","NA"
"2015-09-24 23:00","2015","09","24","23:00","‡","9.9","","4.3","","68","","3","","4","","16.1","","102.85","","","","","","NA"
"2015-09-25 00:00","2015","09","25","00:00","‡","8.4","","3.7","","72","","1","","4","","16.1","","102.84","","","","","","NA"
"2015-09-25 01:00","2015","09","25","01:00","‡","8.1","","4.2","","76","","","","0","","16.1","","102.82","","","","","","NA"
"2015-09-25 02:00","2015","09","25","02:00","‡","6.2","","3.2","","81","","2","","9","","16.1","","102.81","","","","","","NA"
"2015-09-25 03:00","2015","09","25","03:00","‡","6.9","","4.2","","83","","1","","9","","16.1","","102.81","","","","","","NA"
"2015-09-25 04:00","2015","09","25","04:00","‡","7.3","","5.3","","87","","4","","11","","16.1","","102.80","","","","","","NA"
"2015-09-25 05:00","2015","09","25","05:00","‡","8.2","","5.6","","84","","2","","17","","16.1","","102.82","","","","","","NA"
"2015-09-25 06:00","2015","09","25","06:00","‡","8.2","","5.4","","82","","2","","15","","16.1","","102.87","","","","","","NA"
"2015-09-25 07:00","2015","09","25","07:00","‡","9.1","","5.6","","79","","2","","15","","16.1","","102.86","","","","","","NA"
"2015-09-25 08:00","2015","09","25","08:00","‡","10.0","","5.7","","74","","2","","11","","16.1","","102.90","","","","","","NA"
"2015-09-25 09:00","2015","09","25","09:00","‡","10.7","","6.2","","74","","2","","17","","16.1","","102.91","","","","","","NA"
"2015-09-25 10:00","2015","09","25","10:00","‡","11.1","","5.6","","69","","1","","18","","16.1","","102.94","","","","","","NA"
"2015-09-25 11:00","2015","09","25","11:00","‡","11.9","","6.2","","68","","1","","18","","16.1","","102.87","","","","","","NA"
"2015-09-25 12:00","2015","09","25","12:00","‡","11.5","","5.9","","68","","36","","8","","16.1","","102.85","","","","","","NA"
"2015-09-25 13:00","2015","09","25","13:00","‡","13.0","","5.5","","60","","2","","13","","16.1","","102.76","","","","","","NA"
"2015-09-25 14:00","2015","09","25","14:00","‡","13.9","","5.2","","56","","35","","5","","16.1","","102.73","","","","","","NA"
"2015-09-25 15:00","2015","09","25","15:00","‡","15.0","","5.0","","51","","3","","11","","16.1","","102.68","","","","","","NA"
"2015-09-25 16:00","2015","09","25","16:00","‡","14.8","","4.2","","49","","36","","15","","16.1","","102.66","","","","","","NA"
"2015-09-25 17:00","2015","09","25","17:00","‡","13.5","","5.3","","57","","4","","5","","16.1","","102.71","","","","","","NA"
"2015-09-25 18:00","2015","09","25","18:00","‡","12.7","","3.7","","54","","4","","4","","16.1","","102.71","","","","","","NA"
"2015-09-25 19:00","2015","09","25","19:00","‡","9.5","","5.3","","75","","","","0","","16.1","","102.76","","","","","","NA"
"2015-09-25 20:00","2015","09","25","20:00","‡","7.4","","5.1","","85","","5","","4","","16.1","","102.81","","","","","","NA"
"2015-09-25 21:00","2015","09","25","21:00","‡","7.1","","4.9","","86","","","","0","","16.1","","102.80","","","","","","NA"
"2015-09-25 22:00","2015","09","25","22:00","‡","6.0","","5.6","","97","","","","0","","16.1","","102.82","","","","","","NA"
"2015-09-25 23:00","2015","09","25","23:00","‡","6.0","","5.2","","95","","","","0","","16.1","","102.84","","","","","","NA"
"2015-09-26 00:00","2015","09","26","00:00","‡","5.2","","5.0","","99","","","","0","","16.1","","102.86","","","","","","NA"
"2015-09-26 01:00","2015","09","26","01:00","‡","4.0","","4.0","","100","","4","","5","","16.1","","102.88","","","","","","NA"
"2015-09-26 02:00","2015","09","26","02:00","‡","3.4","","3.4","","100","","2","","4","","16.1","","102.91","","","","","","NA"
"2015-09-26 03:00","2015","09","26","03:00","‡","5.2","","5.2","","100","","","M","4","","16.1","","102.93","","","","","","NA"
"2015-09-26 04:00","2015","09","26","04:00","‡","3.5","","3.5","","100","","1","","8","","16.1","","102.96","","","","","","NA"
"2015-09-26 05:00","2015","09","26","05:00","‡","3.5","","3.5","","100","","2","","13","","16.1","","103.01","","","","","","NA"
"2015-09-26 06:00","2015","09","26","06:00","‡","3.7","","3.7","","100","","36","","11","","16.1","","103.11","","","","","","NA"
"2015-09-26 07:00","2015","09","26","07:00","‡","5.9","","5.0","","94","","2","","17","","16.1","","103.16","","","","","","NA"
"2015-09-26 08:00","2015","09","26","08:00","‡","8.2","","4.8","","79","","4","","15","","16.1","","103.17","","","","","","NA"
"2015-09-26 09:00","2015","09","26","09:00","‡","10.4","","4.9","","69","","2","","15","","16.1","","103.18","","","","","","NA"
"2015-09-26 10:00","2015","09","26","10:00","‡","12.3","","4.6","","59","","1","","9","","16.1","","103.19","","","","","","NA"
"2015-09-26 11:00","2015","09","26","11:00","‡","14.1","","3.6","","49","","","M","5","","16.1","","103.17","","","","","","NA"
"2015-09-26 12:00","2015","09","26","12:00","‡","15.6","","2.1","","40","","","M","4","","16.1","","103.12","","","","","","NA"
"2015-09-26 13:00","2015","09","26","13:00","‡","16.1","","3.2","","42","","","","0","","16.1","","103.03","","","","","","NA"
"2015-09-26 14:00","2015","09","26","14:00","‡","16.8","","2.4","","38","","","","0","","16.1","","102.95","","","","","","NA"
"2015-09-26 15:00","2015","09","26","15:00","‡","17.1","","2.1","","36","","","","0","","16.1","","102.89","","","","","","NA"
"2015-09-26 16:00","2015","09","26","16:00","‡","16.9","","2.3","","37","","","M","4","","16.1","","102.84","","","","","","NA"
"2015-09-26 17:00","2015","09","26","17:00","‡","16.1","","4.9","","47","","6","","8","","16.1","","102.82","","","","","","NA"
"2015-09-26 18:00","2015","09","26","18:00","‡","12.9","","5.2","","59","","4","","5","","16.1","","102.80","","","","","","NA"
"2015-09-26 19:00","2015","09","26","19:00","‡","10.7","","6.1","","73","","5","","5","","16.1","","102.78","","","","","","NA"
"2015-09-26 20:00","2015","09","26","20:00","‡","8.5","","4.7","","77","","2","","4","","16.1","","102.76","","","","","","NA"
"2015-09-26 21:00","2015","09","26","21:00","‡","7.2","","4.6","","83","","2","","4","","16.1","","102.74","","","","","","NA"
"2015-09-26 22:00","2015","09","26","22:00","‡","7.2","","4.6","","83","","","","0","","16.1","","102.75","","","","","","NA"
"2015-09-26 23:00","2015","09","26","23:00","‡","6.0","","3.7","","85","","","","0","","16.1","","102.72","","","","","","NA"
"2015-09-27 00:00","2015","09","27","00:00","‡","5.2","","4.6","","96","","15","","4","","16.1","","102.70","","","","","","NA"
"2015-09-27 01:00","2015","09","27","01:00","‡","6.1","","5.2","","94","","13","","4","","16.1","","102.68","","","","","","NA"
"2015-09-27 02:00","2015","09","27","02:00","‡","4.8","","4.6","","99","","13","","4","","16.1","","102.63","","","","","","NA"
"2015-09-27 03:00","2015","09","27","03:00","‡","5.5","","5.5","","100","","17","","5","","16.1","","102.62","","","","","","NA"
"2015-09-27 04:00","2015","09","27","04:00","‡","5.6","","5.6","","100","","14","","4","","16.1","","102.59","","","","","","NA"
"2015-09-27 05:00","2015","09","27","05:00","‡","5.1","","5.1","","100","","15","","4","","16.1","","102.58","","","","","","NA"
"2015-09-27 06:00","2015","09","27","06:00","‡","5.8","","5.8","","100","","17","","4","","16.1","","102.61","","","","","","NA"
"2015-09-27 07:00","2015","09","27","07:00","‡","7.5","","7.1","","97","","","M","4","","16.1","","102.65","","","","","","NA"
"2015-09-27 08:00","2015","09","27","08:00","‡","12.1","","8.4","","78","","18","","11","","16.1","","102.65","","","","","","NA"
"2015-09-27 09:00","2015","09","27","09:00","‡","15.3","","10.2","","71","","19","","11","","16.1","","102.63","","","","","","NA"
"2015-09-27 10:00","2015","09","27","10:00","‡","18.1","","10.3","","60","","19","","15","","16.1","","102.57","","","","","","NA"
"2015-09-27 11:00","2015","09","27","11:00","‡","19.6","","11.3","","58","","22","","22","","16.1","","102.47","","","","","","NA"
"2015-09-27 12:00","2015","09","27","12:00","‡","20.8","","12.4","","58","","25","","21","","16.1","","102.37","","","","","","NA"
"2015-09-27 13:00","2015","09","27","13:00","‡","22.0","","12.7","","55","","23","","21","","16.1","","102.28","","25","","","","NA"
"2015-09-27 14:00","2015","09","27","14:00","‡","22.7","","13.1","","54","","18","","17","","16.1","","102.17","","26","","","","NA"
"2015-09-27 15:00","2015","09","27","15:00","‡","22.4","","12.7","","54","","19","","13","","16.1","","102.08","","25","","","","NA"
"2015-09-27 16:00","2015","09","27","16:00","‡","22.0","","11.3","","50","","16","","15","","16.1","","102.02","","","","","","NA"
"2015-09-27 17:00","2015","09","27","17:00","‡","20.5","","10.4","","52","","17","","17","","16.1","","101.99","","","","","","NA"
"2015-09-27 18:00","2015","09","27","18:00","‡","18.2","","11.1","","63","","17","","11","","16.1","","101.97","","","","","","NA"
"2015-09-27 19:00","2015","09","27","19:00","‡","17.0","","10.2","","64","","17","","13","","16.1","","101.95","","","","","","NA"
"2015-09-27 20:00","2015","09","27","20:00","‡","15.9","","9.2","","64","","18","","11","","16.1","","101.94","","","","","","NA"
"2015-09-27 21:00","2015","09","27","21:00","‡","14.6","","8.4","","66","","20","","9","","16.1","","101.92","","","","","","NA"
"2015-09-27 22:00","2015","09","27","22:00","‡","15.0","","8.8","","66","","19","","17","","16.1","","101.91","","","","","","NA"
"2015-09-27 23:00","2015","09","27","23:00","‡","14.7","","8.9","","68","","19","","13","","16.1","","101.92","","","","","","NA"
"2015-09-28 00:00","2015","09","28","00:00","‡","13.8","","9.7","","76","","19","","13","","16.1","","101.87","","","","","","NA"
"2015-09-28 01:00","2015","09","28","01:00","‡","14.3","","9.6","","73","","18","","18","","16.1","","101.83","","","","","","NA"
"2015-09-28 02:00","2015","09","28","02:00","‡","14.6","","9.3","","70","","19","","13","","16.1","","101.78","","","","","","NA"
"2015-09-28 03:00","2015","09","28","03:00","‡","14.9","","9.3","","69","","19","","11","","16.1","","101.74","","","","","","NA"
"2015-09-28 04:00","2015","09","28","04:00","‡","14.6","","8.9","","68","","18","","13","","16.1","","101.73","","","","","","NA"
"2015-09-28 05:00","2015","09","28","05:00","‡","15.0","","9.5","","70","","18","","11","","16.1","","101.73","","","","","","NA"
"2015-09-28 06:00","2015","09","28","06:00","‡","15.4","","10.0","","70","","18","","13","","16.1","","101.74","","","","","","NA"
"2015-09-28 07:00","2015","09","28","07:00","‡","15.8","","10.6","","71","","18","","18","","16.1","","101.73","","","","","","NA"
"2015-09-28 08:00","2015","09","28","08:00","‡","16.6","","12.3","","75","","18","","22","","16.1","","101.72","","","","","","NA"
"2015-09-28 09:00","2015","09","28","09:00","‡","17.2","","12.9","","76","","18","","17","","16.1","","101.72","","","","","","NA"
"2015-09-28 10:00","2015","09","28","10:00","‡","18.2","","13.6","","74","","17","","18","","16.1","","101.68","","","","","","NA"
"2015-09-28 11:00","2015","09","28","11:00","‡","19.4","","14.4","","72","","18","","18","","16.1","","101.65","","","","","","NA"
"2015-09-28 12:00","2015","09","28","12:00","‡","21.6","","15.3","","67","","19","","21","","16.1","","101.59","","26","","","","NA"
"2015-09-28 13:00","2015","09","28","13:00","‡","21.3","","15.2","","68","","20","","17","","16.1","","101.55","","25","","","","NA"
"2015-09-28 14:00","2015","09","28","14:00","‡","20.6","","16.7","","78","","22","","13","","11.3","","101.51","","26","","","","NA"
"2015-09-28 15:00","2015","09","28","15:00","‡","21.0","","16.6","","76","","24","","11","","16.1","","101.45","","26","","","","NA"
"2015-09-28 16:00","2015","09","28","16:00"
"2015-09-28 17:00","2015","09","28","17:00","‡","20.4","","16.4","","78","","18","","15","","16.1","","101.35","","25","","","","NA"
"2015-09-28 18:00","2015","09","28","18:00","‡","19.9","","16.2","","79","","19","","11","","16.1","","101.32","","","","","","NA"
"2015-09-28 19:00","2015","09","28","19:00","‡","19.6","","16.2","","80","","20","","9","","16.1","","101.32","","","","","","NA"
"2015-09-28 20:00","2015","09","28","20:00","‡","19.8","","15.9","","78","","19","","21","","16.1","","101.30","","","","","","NA"
"2015-09-28 21:00","2015","09","28","21:00","‡","19.9","","16.0","","78","","19","","15","","16.1","","101.29","","","","","","NA"
"2015-09-28 22:00","2015","09","28","22:00","‡","19.9","","16.2","","79","","19","","15","","16.1","","101.28","","","","","","NA"
"2015-09-28 23:00","2015","09","28","23:00","‡","19.7","","16.2","","80","","19","","15","","16.1","","101.24","","","","","","NA"
"2015-09-29 00:00","2015","09","29","00:00","‡","18.2","","18.2","","100","","19","","22","","9.7","","101.22","","","","","","Rain,Fog"
"2015-09-29 01:00","2015","09","29","01:00","‡","18.0","","18.0","","100","","19","","15","","16.1","","101.20","","","","","","NA"
"2015-09-29 02:00","2015","09","29","02:00","‡","18.1","","18.1","","100","","19","","13","","16.1","","101.13","","","","","","NA"
"2015-09-29 03:00","2015","09","29","03:00","‡","18.2","","18.2","","100","","18","","9","","16.1","","101.11","","","","","","Rain"
"2015-09-29 04:00","2015","09","29","04:00","‡","18.3","","18.3","","100","","19","","9","","16.1","","101.09","","","","","","NA"
"2015-09-29 05:00","2015","09","29","05:00","‡","18.7","","18.7","","100","","19","","9","","16.1","","101.10","","","","","","NA"
"2015-09-29 06:00","2015","09","29","06:00","‡","18.8","","18.8","","100","","19","","9","","16.1","","101.12","","","","","","NA"
"2015-09-29 07:00","2015","09","29","07:00","‡","19.0","","19.0","","100","","19","","13","","16.1","","101.11","","","","","","NA"
"2015-09-29 08:00","2015","09","29","08:00","‡","19.7","","19.4","","98","","18","","13","","16.1","","101.12","","","","","","NA"
"2015-09-29 09:00","2015","09","29","09:00","‡","20.1","","19.6","","97","","18","","13","","16.1","","101.12","","27","","","","NA"
"2015-09-29 10:00","2015","09","29","10:00","‡","21.0","","20.0","","94","","22","","8","","16.1","","101.10","","29","","","","NA"
"2015-09-29 11:00","2015","09","29","11:00","‡","21.9","","20.4","","91","","21","","11","","16.1","","101.05","","30","","","","NA"
"2015-09-29 12:00","2015","09","29","12:00","‡","22.5","","19.7","","84","","22","","15","","16.1","","101.00","","30","","","","NA"
"2015-09-29 13:00","2015","09","29","13:00","‡","23.3","","20.0","","82","","18","","13","","16.1","","100.90","","31","","","","NA"
"2015-09-29 14:00","2015","09","29","14:00","‡","22.9","","20.2","","84","","19","","18","","16.1","","100.88","","31","","","","NA"
"2015-09-29 15:00","2015","09","29","15:00","‡","23.6","","19.6","","78","","18","","18","","16.1","","100.82","","31","","","","NA"
"2015-09-29 16:00","2015","09","29","16:00","‡","23.0","","19.8","","82","","18","","13","","16.1","","100.82","","30","","","","Rain"
"2015-09-29 17:00","2015","09","29","17:00","‡","15.9","","15.9","","100","","1","","22","","16.1","","101.01","","","","","","Rain"
"2015-09-29 18:00","2015","09","29","18:00","‡","15.0","","14.8","","98","","2","","18","","8.1","","101.12","","","","","","Rain,Fog"
"2015-09-29 19:00","2015","09","29","19:00","‡","14.2","","14.2","","100","","1","","11","","16.1","","101.21","","","","","","Rain"
"2015-09-29 20:00","2015","09","29","20:00","‡","14.3","","14.3","","100","","3","","9","","16.1","","101.25","","","","","","Rain"
"2015-09-29 21:00","2015","09","29","21:00","‡","14.0","","13.7","","98","","6","","8","","16.1","","101.29","","","","","","Rain"
"2015-09-29 22:00","2015","09","29","22:00","‡","12.9","","12.9","","100","","6","","9","","16.1","","101.33","","","","","","Rain"
"2015-09-29 23:00","2015","09","29","23:00","‡","12.5","","12.5","","100","","3","","5","","16.1","","101.36","","","","","","Rain"
"2015-09-30 00:00","2015","09","30","00:00","‡","12.5","","12.5","","100","","4","","5","","16.1","","101.40","","","","","","Rain"
"2015-09-30 01:00","2015","09","30","01:00","‡","12.5","","12.5","","100","","2","","8","","16.1","","101.40","","","","","","Rain"
"2015-09-30 02:00","2015","09","30","02:00","‡","12.4","","12.4","","100","","2","","13","","16.1","","101.36","","","","","","Rain"
"2015-09-30 03:00","2015","09","30","03:00","‡","10.9","","10.8","","99","","1","","24","","16.1","","101.37","","","","","","Rain"
"2015-09-30 04:00","2015","09","30","04:00","‡","10.2","","10.1","","99","","2","","22","","16.1","","101.38","","","","","","Rain"
"2015-09-30 05:00","2015","09","30","05:00","‡","10.0","","9.7","","98","","1","","26","","16.1","","101.39","","","","","","Rain"
"2015-09-30 06:00","2015","09","30","06:00","‡","9.5","","9.1","","97","","2","","24","","16.1","","101.37","","","","","","Rain"
"2015-09-30 07:00","2015","09","30","07:00","‡","9.5","","8.8","","95","","1","","26","","16.1","","101.42","","","","","","Rain"
"2015-09-30 08:00","2015","09","30","08:00","‡","9.5","","8.9","","96","","2","","28","","16.1","","101.44","","","","","","Rain"
"2015-09-30 09:00","2015","09","30","09:00","‡","9.9","","8.9","","93","","1","","26","","16.1","","101.41","","","","","","NA"
"2015-09-30 10:00","2015","09","30","10:00","‡","9.6","","9.2","","97","","1","","28","","16.1","","101.44","","","","","","Rain"
"2015-09-30 11:00","2015","09","30","11:00","‡","9.4","","9.1","","98","","2","","37","","16.1","","101.39","","","","","","NA"
"2015-09-30 12:00","2015","09","30","12:00","‡","10.0","","7.1","","82","","2","","32","","16.1","","101.45","","","","","","NA"
"2015-09-30 13:00","2015","09","30","13:00","‡","9.5","","8.3","","92","","2","","35","","16.1","","101.45","","","","","","Rain"
"2015-09-30 14:00","2015","09","30","14:00","‡","10.8","","5.9","","72","","2","","35","","16.1","","101.56","","","","","","NA"
"2015-09-30 15:00","2015","09","30","15:00","‡","11.1","","5.3","","67","","3","","34","","16.1","","101.54","","","","","","NA"
"2015-09-30 16:00","2015","09","30","16:00","‡","11.3","","5.1","","66","","3","","24","","16.1","","101.65","","","","","","NA"
"2015-09-30 17:00","2015","09","30","17:00","‡","11.1","","4.3","","63","","1","","26","","16.1","","101.72","","","","","","NA"
"2015-09-30 18:00","2015","09","30","18:00","‡","11.0","","4.6","","64","","1","","26","","16.1","","101.80","","","","","","NA"
"2015-09-30 19:00","2015","09","30","19:00","‡","10.5","","3.8","","63","","1","","32","","16.1","","101.85","","","","","","NA"
"2015-09-30 20:00","2015","09","30","20:00","‡","10.1","","3.7","","64","","36","","24","","16.1","","101.94","","","","","","NA"
"2015-09-30 21:00","2015","09","30","21:00","‡","9.7","","3.5","","65","","1","","21","","16.1","","101.96","","","","","","NA"
"2015-09-30 22:00","2015","09","30","22:00","‡","9.3","","3.2","","65","","2","","21","","16.1","","102.02","","","","","","NA"
"2015-09-30 23:00","2015","09","30","23:00","‡","8.8","","2.9","","67","","1","","18","","16.1","","102.05","","","","","","NA"
